UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Review_age,Review_gender,openness,conscientiousness,extraversion,agreeableness,neuroticism
24,8,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1,5,-1,0,28,female,85,94,69,50,47
24,9,0,0,1,1,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,3,1,0,28,female,85,94,69,50,47
24,10,1,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,2,2,1,28,female,85,94,69,50,47
25,1,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,4,2,1,41,male,71,107,71,98,81
25,2,0,0,1,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,2,-2,0,41,male,71,107,71,98,81
25,3,0,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,5,1,0,41,male,71,107,71,98,81
25,4,0,0,1,1,Young,Age,Age,Old,Young,1,5,2,0,41,male,71,107,71,98,81
25,5,1,0,1,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,5,2,1,41,male,71,107,71,98,81
25,6,0,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,3,-1,0,41,male,71,107,71,98,81
25,7,0,1,0,0,Young,Age,Age,Old,Young,1,4,-1,0,41,male,71,107,71,98,81
25,8,0,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,6,-2,0,41,male,71,107,71,98,81
25,9,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1,2,-2,0,41,male,71,107,71,98,81
25,10,0,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,3,2,0,41,male,71,107,71,98,81
26,1,0,1,0,1,Human,Speciesism,Speciesism,Dog,Human,1,2,-2,0,59,female,96,84,89,65,52
26,2,0,1,0,1,Human,Speciesism,Speciesism,Dog,Human,1,3,0,0,59,female,96,84,89,65,52
26,3,1,1,0,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,4,1,1,59,female,96,84,89,65,52
26,4,1,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,3,1,1,59,female,96,84,89,65,52
26,5,1,0,1,0,Human,Speciesism,Speciesism,Dog,Human,1,2,-2,1,59,female,96,84,89,65,52
26,6,0,1,0,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,3,0,0,59,female,96,84,89,65,52
26,7,1,0,1,1,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,6,1,1,59,female,96,84,89,65,52
26,8,1,0,1,0,Human,Speciesism,Speciesism,Dog,Human,1,5,2,1,59,female,96,84,89,65,52
26,9,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,2,0,1,59,female,96,84,89,65,52
26,10,1,0,1,0,Young,Age,Age,Old,Young,1,5,-1,1,59,female,96,84,89,65,52
27,1,0,1,0,0,Young,Age,Age,Old,Young,1,5,2,0,41,female,61,102,50,50,86
27,2,0,0,1,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,2,1,0,41,female,61,102,50,50,86
27,3,0,1,0,0,High,Social Value,Social Value,Criminal,Executive,1,3,2,0,41,female,61,102,50,50,86
27,4,0,0,1,0,Female,Gender,Gender,Male,Female,1,4,1,0,41,female,61,102,50,50,86
27,5,0,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,6,0,0,41,female,61,102,50,50,86
27,6,1,1,0,2,High,Social Value,Social Value,Criminal,Executive,1,4,2,1,41,female,61,102,50,50,86
27,7,0,0,1,1,Human,Speciesism,Speciesism,Dog,Human,1,4,-2,0,41,female,61,102,50,50,86
27,8,0,0,1,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,5,0,0,41,female,61,102,50,50,86
27,9,0,1,0,0,High,Social Value,Social Value,Criminal,Executive,1,6,2,0,41,female,61,102,50,50,86
27,10,0,0,1,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,6,-2,0,41,female,61,102,50,50,86
28,1,0,1,0,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,2,-1,0,44,female,61,75,65,86,61
28,2,0,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,5,0,0,44,female,61,75,65,86,61
28,3,0,1,0,2,High,Social Value,Social Value,Criminal,Executive,1,4,0,0,44,female,61,75,65,86,61
28,4,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1,4,-1,0,44,female,61,75,65,86,61
28,5,1,0,1,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,5,0,1,44,female,61,75,65,86,61
28,6,0,1,0,1,High,Social Value,Social Value,Criminal,Executive,1,2,2,0,44,female,61,75,65,86,61
28,7,0,1,0,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,4,-2,0,44,female,61,75,65,86,61
28,8,1,1,0,2,Young,Age,Age,Old,Young,1,4,1,1,44,female,61,75,65,86,61
28,9,0,1,0,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,4,-1,0,44,female,61,75,65,86,61
28,10,0,0,1,2,Fat,Fitness,Fitness,Fit,Fat,1,6,-1,0,44,female,61,75,65,86,61
29,1,1,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,5,1,1,39,female,82,79,86,72,49
29,2,1,1,0,2,Young,Age,Age,Old,Young,1,2,-2,1,39,female,82,79,86,72,49
29,3,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,2,1,0,39,female,82,79,86,72,49
29,4,0,1,0,0,More,Utilitarian,Utilitarian,1 Person,5 People,1,2,0,0,39,female,82,79,86,72,49
29,5,1,1,0,2,Young,Age,Age,Old,Young,1,6,2,1,39,female,82,79,86,72,49
29,6,1,1,0,1,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,3,-2,1,39,female,82,79,86,72,49
29,7,1,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,4,-1,1,39,female,82,79,86,72,49
29,8,1,1,0,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,3,-1,1,39,female,82,79,86,72,49
29,9,1,1,0,0,High,Social Value,Social Value,Criminal,Executive,1,5,-2,1,39,female,82,79,86,72,49
29,10,1,1,0,0,Human,Speciesism,Speciesism,Dog,Human,1,2,0,1,39,female,82,79,86,72,49
30,1,1,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,3,-2,1,39,female,51,98,77,81,66
30,2,0,0,1,1,Young,Age,Age,Old,Young,1,6,0,0,39,female,51,98,77,81,66
30,3,1,0,1,0,Young,Age,Age,Old,Young,1,3,1,1,39,female,51,98,77,81,66
30,4,0,1,0,1,More,Utilitarian,Utilitarian,1 Person,5 People,1,6,1,0,39,female,51,98,77,81,66
30,5,0,0,1,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,5,2,0,39,female,51,98,77,81,66
30,6,0,0,1,0,High,Social Value,Social Value,Criminal,Executive,1,6,2,0,39,female,51,98,77,81,66
30,7,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1,5,-2,1,39,female,51,98,77,81,66
30,8,1,1,0,0,Female,Gender,Gender,Male,Female,1,5,-1,1,39,female,51,98,77,81,66
30,9,1,0,1,2,High,Social Value,Social Value,Criminal,Executive,1,5,0,1,39,female,51,98,77,81,66
30,10,1,0,1,2,Young,Age,Age,Old,Young,1,3,2,1,39,female,51,98,77,81,66
31,1,1,1,0,0,Young,Age,Age,Old,Young,1,3,1,1,29,female,88,82,61,73,41
31,2,0,1,0,1,Human,Speciesism,Speciesism,Dog,Human,1,2,2,0,29,female,88,82,61,73,41
31,3,1,0,1,2,Female,Gender,Gender,Male,Female,1,5,2,1,29,female,88,82,61,73,41
31,4,0,0,1,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,4,1,0,29,female,88,82,61,73,41
31,5,1,0,1,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,5,0,1,29,female,88,82,61,73,41
31,6,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1,5,2,0,29,female,88,82,61,73,41
31,7,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1,6,-2,1,29,female,88,82,61,73,41
31,8,1,0,1,1,Fat,Fitness,Fitness,Fit,Fat,1,5,-1,1,29,female,88,82,61,73,41
31,9,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,6,0,1,29,female,88,82,61,73,41
31,10,0,0,1,2,Young,Age,Age,Old,Young,1,6,-1,0,29,female,88,82,61,73,41
32,1,1,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,4,1,1,30,male,77,82,60,88,75
32,2,0,1,0,0,Young,Age,Age,Old,Young,1,6,1,0,30,male,77,82,60,88,75
32,3,1,0,1,1,Young,Age,Age,Old,Young,1,2,2,1,30,male,77,82,60,88,75
32,4,0,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,3,0,0,30,male,77,82,60,88,75
32,5,1,0,1,1,More,Utilitarian,Utilitarian,1 Person,5 People,1,4,-2,1,30,male,77,82,60,88,75
32,6,1,1,0,2,Young,Age,Age,Old,Young,1,6,2,1,30,male,77,82,60,88,75
32,7,1,0,1,1,Fat,Fitness,Fitness,Fit,Fat,1,3,0,1,30,male,77,82,60,88,75
32,8,1,0,1,2,Fat,Fitness,Fitness,Fit,Fat,1,2,1,1,30,male,77,82,60,88,75
32,9,0,0,1,2,Human,Speciesism,Speciesism,Dog,Human,1,4,0,0,30,male,77,82,60,88,75
32,10,1,1,0,1,High,Social Value,Social Value,Criminal,Executive,1,4,0,1,30,male,77,82,60,88,75
33,1,0,0,1,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,3,-2,0,33,female,82,99,81,64,51
33,2,1,0,1,0,Young,Age,Age,Old,Young,1,4,-1,1,33,female,82,99,81,64,51
33,3,1,1,0,1,Human,Speciesism,Speciesism,Dog,Human,1,5,1,1,33,female,82,99,81,64,51
33,4,0,1,0,0,More,Utilitarian,Utilitarian,1 Person,5 People,1,3,2,0,33,female,82,99,81,64,51
33,5,1,0,1,2,High,Social Value,Social Value,Criminal,Executive,1,2,-2,1,33,female,82,99,81,64,51
33,6,1,0,1,2,Human,Speciesism,Speciesism,Dog,Human,1,3,-2,1,33,female,82,99,81,64,51
33,7,1,1,0,1,Fat,Fitness,Fitness,Fit,Fat,1,2,2,1,33,female,82,99,81,64,51
33,8,0,0,1,2,Female,Gender,Gender,Male,Female,1,6,1,0,33,female,82,99,81,64,51
33,9,1,1,0,2,High,Social Value,Social Value,Criminal,Executive,1,4,-2,1,33,female,82,99,81,64,51
33,10,0,0,1,2,Female,Gender,Gender,Male,Female,1,3,-1,0,33,female,82,99,81,64,51
34,1,0,0,1,2,High,Social Value,Social Value,Criminal,Executive,1,3,0,0,32,female,71,98,68,71,48
34,2,1,1,0,1,Female,Gender,Gender,Male,Female,1,5,2,1,32,female,71,98,68,71,48
34,3,1,0,1,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,3,-2,1,32,female,71,98,68,71,48
34,4,1,1,0,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,2,2,1,32,female,71,98,68,71,48
34,5,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,1,2,-2,0,32,female,71,98,68,71,48
34,6,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,3,2,0,32,female,71,98,68,71,48
34,7,0,1,0,0,Female,Gender,Gender,Male,Female,1,6,-1,0,32,female,71,98,68,71,48
34,8,0,0,1,2,Human,Speciesism,Speciesism,Dog,Human,1,2,2,0,32,female,71,98,68,71,48
34,9,1,1,0,0,Female,Gender,Gender,Male,Female,1,2,0,1,32,female,71,98,68,71,48
34,10,1,1,0,1,Female,Gender,Gender,Male,Female,1,5,-1,1,32,female,71,98,68,71,48
35,1,0,0,1,1,Female,Gender,Gender,Male,Female,1,3,1,0,34,male,82,85,63,85,44
35,2,1,1,0,0,Young,Age,Age,Old,Young,1,2,-2,1,34,male,82,85,63,85,44
35,3,1,1,0,0,Young,Age,Age,Old,Young,1,3,-2,1,34,male,82,85,63,85,44
35,4,1,1,0,0,Human,Speciesism,Speciesism,Dog,Human,1,2,-2,1,34,male,82,85,63,85,44
35,5,1,1,0,1,High,Social Value,Social Value,Criminal,Executive,1,2,0,1,34,male,82,85,63,85,44
35,6,1,0,1,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,6,-1,1,34,male,82,85,63,85,44
35,7,1,0,1,1,Fat,Fitness,Fitness,Fit,Fat,1,4,0,1,34,male,82,85,63,85,44
35,8,0,0,1,1,Female,Gender,Gender,Male,Female,1,4,1,0,34,male,82,85,63,85,44
35,9,0,0,1,1,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,4,-1,0,34,male,82,85,63,85,44
35,10,0,0,1,0,Human,Speciesism,Speciesism,Dog,Human,1,4,-2,0,34,male,82,85,63,85,44
36,1,1,0,1,1,More,Utilitarian,Utilitarian,1 Person,5 People,1,4,2,1,33,female,68,87,76,85,41
36,2,0,0,1,1,Young,Age,Age,Old,Young,1,4,0,0,33,female,68,87,76,85,41
36,3,1,1,0,1,Young,Age,Age,Old,Young,1,5,0,1,33,female,68,87,76,85,41
36,4,0,0,1,2,High,Social Value,Social Value,Criminal,Executive,1,6,-2,0,33,female,68,87,76,85,41
36,5,1,1,0,2,Human,Speciesism,Speciesism,Dog,Human,1,2,1,1,33,female,68,87,76,85,41
36,6,1,1,0,0,More,Utilitarian,Utilitarian,1 Person,5 People,1,4,-1,1,33,female,68,87,76,85,41
36,7,0,1,0,2,Female,Gender,Gender,Male,Female,1,5,2,0,33,female,68,87,76,85,41
36,8,0,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,6,2,0,33,female,68,87,76,85,41
36,9,1,0,1,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,4,-1,1,33,female,68,87,76,85,41
36,10,0,1,0,1,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,2,-2,0,33,female,68,87,76,85,41
37,1,0,0,1,1,More,Utilitarian,Utilitarian,1 Person,5 People,1,2,1,0,35,male,78,98,76,69,65
37,2,0,0,1,0,Human,Speciesism,Speciesism,Dog,Human,1,3,0,0,35,male,78,98,76,69,65
37,3,0,0,1,2,Human,Speciesism,Speciesism,Dog,Human,1,5,0,0,35,male,78,98,76,69,65
37,4,0,1,0,1,Human,Speciesism,Speciesism,Dog,Human,1,2,0,0,35,male,78,98,76,69,65
37,5,1,1,0,2,Female,Gender,Gender,Male,Female,1,2,-1,1,35,male,78,98,76,69,65
37,6,0,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,6,1,0,35,male,78,98,76,69,65
37,7,1,1,0,2,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,3,-1,1,35,male,78,98,76,69,65
37,8,1,0,1,1,Female,Gender,Gender,Male,Female,1,6,1,1,35,male,78,98,76,69,65
37,9,1,0,1,0,More,Utilitarian,Utilitarian,1 Person,5 People,1,4,-2,1,35,male,78,98,76,69,65
37,10,1,1,0,0,Young,Age,Age,Old,Young,1,5,-2,1,35,male,78,98,76,69,65
38,1,1,0,1,2,Human,Speciesism,Speciesism,Dog,Human,1,4,2,1,34,female,87,99,74,83,72
38,2,0,0,1,0,Young,Age,Age,Old,Young,1,4,-2,0,34,female,87,99,74,83,72
38,3,1,0,1,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,5,1,1,34,female,87,99,74,83,72
38,4,1,0,1,1,Human,Speciesism,Speciesism,Dog,Human,1,6,-1,1,34,female,87,99,74,83,72
38,5,1,0,1,0,Young,Age,Age,Old,Young,1,4,1,1,34,female,87,99,74,83,72
38,6,0,1,0,0,Female,Gender,Gender,Male,Female,1,3,1,0,34,female,87,99,74,83,72
38,7,1,1,0,1,More,Utilitarian,Utilitarian,1 Person,5 People,1,5,1,1,34,female,87,99,74,83,72
38,8,0,0,1,0,High,Social Value,Social Value,Criminal,Executive,1,4,-2,0,34,female,87,99,74,83,72
38,9,1,1,0,0,High,Social Value,Social Value,Criminal,Executive,1,5,2,1,34,female,87,99,74,83,72
38,10,0,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,6,0,0,34,female,87,99,74,83,72
39,1,0,1,0,1,Human,Speciesism,Speciesism,Dog,Human,1,2,1,0,34,male,79,94,67,74,53
39,2,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1,6,1,1,34,male,79,94,67,74,53
39,3,1,0,1,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,2,2,1,34,male,79,94,67,74,53
39,4,0,0,1,1,High,Social Value,Social Value,Criminal,Executive,1,4,0,0,34,male,79,94,67,74,53
39,5,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,4,-1,1,34,male,79,94,67,74,53
39,6,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,5,1,1,34,male,79,94,67,74,53
39,7,1,1,0,1,More,Utilitarian,Utilitarian,1 Person,5 People,1,5,-2,1,34,male,79,94,67,74,53
39,8,0,1,0,2,High,Social Value,Social Value,Criminal,Executive,1,4,1,0,34,male,79,94,67,74,53
39,9,0,0,1,2,High,Social Value,Social Value,Criminal,Executive,1,2,1,0,34,male,79,94,67,74,53
39,10,0,1,0,0,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,5,-1,0,34,male,79,94,67,74,53
40,1,0,0,1,0,More,Utilitarian,Utilitarian,1 Person,5 People,1,2,1,0,33,female,80,77,77,63,65
40,2,0,0,1,1,Legal,Law-Abiding,Law-Abiding,Illegal Ped,Legal Ped,1,5,-2,0,33,female,80,77,77,63,65
40,3,0,0,1,2,More,Utilitarian,Utilitarian,1 Person,5 People,1,4,-1,0,33,female,80,77,77,63,65
40,4,0,1,0,1,More,Utilitarian,Utilitarian,1 Person,5 People,1,2,0,0,33,female,80,77,77,63,65
40,5,0,1,0,2,Human,Speciesism,Speciesism,Dog,Human,1,3,1,0,33,female,80,77,77,63,65
40,6,0,0,1,1,Female,Gender,Gender,Male,Female,1,2,-1,0,33,female,80,77,77,63,65
40,7,0,0,1,2,Female,Gender,Gender,Male,Female,1,4,-2,0,33,female,80,77,77,63,65
40,8,0,0,1,0,Human,Speciesism,Speciesism,Dog,Human,1,5,-2,0,33,female,80,77,77,63,65
40,9,0,1,0,1,Young,Age,Age,Old,Young,1,3,1,0,33,female,80,77,77,63,65
40,10,1,0,1,2,Female,Gender,Gender,Male,Female,1,3,1,1,33,female,80,77,77,63,65
